specobjid,z,z_noqso,snMedian,run2d,ra,dec,plate,mjd,fiberid
582135640649394176,0.02090264,0,55.25532,26,181.40718,1.8282275,517,52024,165
863622166057347072,0.02560639,0,55.25331,26,141.35553,50.400804,767,52252,207
315253375350368256,0.02529804,0,55.25,26,171.39617,-0.76823259,280,51612,5
2521035364345341952,0.02276737,0,55.23523,26,192.83304,31.059633,2239,53726,529
517996727676987392,0.01438588,0,55.20855,26,49.4522,-7.6168486,460,51924,301
3087387490126948352,0.02239811,0,55.19726,26,208.033,16.969743,2742,54233,618
4120880058100326400,0.05588588,0.05588588,55.19559,v5_10_0,113.34907,44.246898,3660,55209,314
369455461549762560,0.02700159,0,55.18966,26,176.34333,-1.876723,328,52282,583
2027799952897370112,0.02391769,0,55.1865,26,203.39658,7.1351149,1801,54156,197
1875884260032800768,0.01432167,0,55.17624,26,49.66213,41.668955,1666,52991,491
2024543194338846720,0.0219633,0,55.16719,26,200.28121,9.9716091,1798,53851,637
488674126299424768,0.02858314,0,55.16096,26,116.93031,41.386379,434,51885,122
468485168668108800,0.02397265,0,55.14494,26,55.185048,1.0565635,416,51885,403
2936472101554513920,0.02409111,0,55.13503,26,180.4812,20.747899,2608,54474,455
4226807562756923392,0.07395702,0.07395702,55.12825,v5_10_0,118.7926,34.292534,3754,55488,652
561906000483870720,0.07705155,0,55.11826,26,214.37227,63.286104,499,51988,298
1792544302287579136,0.02654603,0,55.11,26,139.8435,33.742767,1592,52990,406
3243869989505099776,0.00814971,0,55.10679,26,176.02045,60.119787,2881,54502,554
6428030409490014208,0.03139207,0.03139207,55.10016,v5_10_0,134.05046,61.176962,5709,56571,974
1875903501486286848,0.02205018,0,55.09893,26,50.724456,42.553387,1666,52991,561
3383411490362073088,0.3021188,0,55.0964,104,239.61681,27.05726,3005,54876,299
1874765506699880448,0.01681432,0,55.09348,26,49.924772,41.499534,1665,52976,517
3287670685471631360,0.0233556,0,55.09153,26,188.927,-0.215192,2920,54562,156
392988024260028416,0.09744303,0,55.0849,26,254.51988,63.435826,349,51699,178
451597767949707264,-3.471491E-05,0,55.08051,26,25.457189,1.12227,401,51788,407
725230484031825920,0.05896524,0,55.08006,26,328.27117,-7.1852596,644,52149,549
458408693264836608,0.02229504,0,55.07777,26,38.465123,1.1371587,407,51820,609
1467169400699250688,0.01077888,0,55.06517,26,143.44205,10.152503,1303,53050,443
6075523672621162496,0.0937319,0.0937319,55.06382,v5_10_0,184.02587,9.4859889,5396,55947,610
2103345183759296512,0.02086015,0,55.05824,26,117.82353,50.179297,1868,53318,597
8516367482650337280,0.02946767,0.02946767,55.05046,v5_10_0,242.92006,52.457498,7564,56804,220
7526897995662467072,0.03164591,0.03164591,55.04781,v5_10_0,173.49677,49.062133,6685,56412,935
2445628116589111296,0.01437717,0,55.01772,26,240.27939,19.448571,2172,54230,631
2908248731222566912,0.02838714,0,55.00978,26,148.13155,15.775453,2583,54095,179
7991799828488101888,0.01181574,0.01181574,54.98066,v5_10_0,177.20819,60.195399,7098,56661,590
1008811307819886592,0.02472643,0,54.98005,26,132.37809,42.274761,896,52592,18
7745265130238091264,0.02424998,0.02424998,54.97963,v5_10_0,0.895910329999992,23.200761,6879,56539,726
2446636087901186048,0.03287034,0,54.97603,26,239.58139,19.967587,2173,53874,202
7636048716659400704,0.003471608,0.003471608,54.96464,v5_10_0,40.67609,-0.017655,6782,56572,711
713881874765735936,0.02640911,0,54.96228,26,309.48038,-6.300074,634,52149,223
8855428283887493120,0.05821087,0.05821087,54.9514,v5_10_0,5.63775900000002,-0.92656799,7865,56955,820
6037190300404785152,0.03319575,0.03319575,54.93779,v5_10_0,166.6523,15.088725,5362,56017,418
6814153046605406208,0.03404486,0.03404486,54.9356,v5_10_0,240.95998,41.521856,6052,56092,752
5982161391963840512,0.04747754,0.04747754,54.93552,v5_10_0,144.21227,13.26542,5313,55973,928
8003114353313161216,0.06037671,0.06037671,54.91783,v5_10_0,170.23634,60.782353,7108,56686,792
5379615821323542528,0.02766308,0.02766308,54.91064,v5_10_0,223.05171,4.5105154,4778,55706,240
6769108254389673984,0.05685792,0.05685792,54.90845,v5_10_0,214.9305,28.87398,6012,56101,720
654155581984106496,0.02886566,0,54.90467,26,167.68703,4.5108355,581,52356,28
5391985880532492288,0.031173,0.031173,54.90456,v5_10_0,128.51474,3.2731035,4789,55923,186
6092255765795414016,0.04693252,0.04693252,54.90269,v5_10_0,192.66966,8.9104637,5411,55953,41
6539336716221652992,0.04915781,0.04915781,54.89475,v5_10_0,139.67501,31.444751,5808,56325,400
433587768979908608,0.01745555,0,54.88776,26,354.78602,0.46342762,385,51877,423
2857703909768587264,-0.0001623344,0,54.88432,26,325.45537,74.369356,2538,54271,618
808453894484027392,0.06352784,0,54.87921,26,331.90349,-8.8370488,718,52206,210
4038643734715277312,0.04493938,0.04493938,54.87577,v5_10_0,9.61114529999998,-0.011863403,3587,55182,148
1351211874368120832,0.0273577,0,54.87488,26,136.72,41.408233,1200,52668,480
2662796498244233216,0.004130439,0,54.87389,26,154.41069,21.68825,2365,53739,157
417746558574946304,0.02719698,0,54.87101,26,327.71221,-0.8479625,371,52078,137
2582918077897271296,0.05809638,0,54.86187,26,142.84597,26.214524,2294,53733,377
5492408122214424576,0.03379459,0.03379459,54.86057,v5_10_0,229.40204,7.0402988,4878,55710,976
369440068386973696,0.04305824,0,54.83838,26,175.90196,-1.6383523,328,52282,527
552952676527138816,0.05626343,0,54.8098,26,170.8176,67.108518,491,51942,494
4596001575101505536,0.06180238,0.06180238,54.80131,v5_10_0,319.45124,6.2495278,4082,55367,284
4116423738009821184,0.02744079,0.02744079,54.79227,v5_10_0,109.76066,41.154573,3656,55241,486
4584778310077095936,0.04034143,0.04034143,54.77124,v5_10_0,241.72857,15.673076,4072,55362,414
2034662829918808064,0.02238526,0,54.76776,26,210.92126,9.5735049,1807,54175,588
1932146284051851264,0.0316774,0,54.75965,26,223.98029,11.861529,1716,53827,371
506794902944770048,0.04550579,0,54.75861,26,137.01931,55.692747,450,51908,509
1551606121460951040,0.007842475,0,54.75375,26,208.43984,40.338678,1378,53061,422
2570519984715360256,0.7777804,0,54.75139,26,133.70364,20.108528,2283,53729,329
481988545813178368,0.01477035,0,54.74415,26,32.104096,14.349565,428,51883,376
621672154101999616,0.06174017,0,54.72208,26,137.43206,52.329385,552,51992,638
526982211375753216,0.04088035,0,54.71374,26,132.79081,0.25359864,468,51912,222
4594854784440180736,0.04911032,0.04911032,54.71115,v5_10_0,320.91939,4.4670199,4081,55365,208
761238390816401408,0.02604179,0,54.70623,26,342.92982,0.41527099,676,52178,473
1462597080286521344,0.02846992,0,54.70234,26,133.88173,7.5984715,1299,52972,193
4119854763037663232,0.05685982,0.05685982,54.70156,v5_10_0,113.08642,43.600761,3659,55181,680
8149369740336275456,0.05187827,0.05187827,54.68991,v5_10_0,30.822642,-6.3700162,7238,56660,386
6514712602320281600,0.02520442,0.02520442,54.68445,v5_10_0,146.37883,21.897262,5786,56251,930
3343996467592325120,0.03493639,0,54.68329,26,245.07762,18.46462,2970,54589,268
443756602873374720,0.04352758,0,54.6787,26,14.007729,0.25367217,394,51913,553
2103285260375582720,0.01832286,0,54.66406,26,115.90186,49.667559,1868,53318,379
3152588806092332032,-0.0001092453,0,54.66254,103,289.70845,36.858236,2800,54326,251
1874718777455699968,0.0185237,0,54.6623,26,48.49273,41.558559,1665,52976,347
5377331035255054336,0.03911044,0.03911044,54.64854,v5_10_0,227.9121,4.5598896,4776,55652,120
2857625294687201280,-0.0001760338,0,54.6285,26,320.87017,74.256984,2538,54271,332
777019132846565376,0.01393385,0,54.61779,26,9.8058694,0.86410054,690,52261,539
5410181145215082496,0.03905253,0.03905253,54.61593,v5_10_0,234.22156,4.7579582,4805,55715,844
712808475364714496,0.02888027,0,54.61457,26,254.71122,40.121161,633,52079,414
4453000747278114816,0.04045894,0.04045894,54.60783,v5_10_0,230.12962,20.623194,3955,55678,242
1611219166860175360,0.02467937,0,54.5983,26,159.33056,43.587589,1431,52992,205
4514953274198040576,0.07791176,0.07791176,54.58784,v5_10_0,232.64771,-0.79895223,4010,55350,344
929013146838919168,0.01744311,0,54.58372,26,123.32634,34.932511,825,52289,530
580983352346044416,0.01895946,0,54.58369,26,180.9068,2.0469335,516,52017,69
713846690393647104,0.02844046,0,54.58351,26,309.90765,-6.4229018,634,52149,95
1828637152502638592,0.007589578,0,54.5815,26,184.28201,7.6243974,1624,53386,639
443621912698972160,0.04407459,0,54.57121,26,13.882588,-0.53021341,394,51913,63
1146264831163131904,0.003713523,0,54.56866,26,179.11719,55.125236,1018,52672,359
308558728976689152,0.01876407,0,54.56084,26,159.79914,-0.40949106,274,51913,226
1793580592013535232,0.02745581,0,54.5597,26,143.50397,33.990716,1593,52991,80
751031624124098560,0.0128568,0,54.55061,26,32.336863,-10.133077,667,52163,205
1829748754631124992,0.00401303,0,54.54383,26,185.68039,8.1982773,1625,53140,587
582127669190092800,0.02008497,0,54.53416,26,181.90866,1.5742042,517,52024,136
2568210460239226880,0.0141406,0,54.51413,26,133.96866,18.156481,2281,53711,119
7538049521093156864,0.03297213,0.03297213,54.51128,v5_10_0,155.94701,53.099303,6695,56628,544
4070250845672808448,0.06805792,0.06805792,54.49672,v5_10_0,36.159934,-1.1340554,3615,55179,446
8336328500446208000,0.01086987,0.01086987,54.48696,v5_10_0,177.98853,46.817074,7404,56776,602
3133475723910604800,0.02326637,0,54.48491,26,207.14852,24.015089,2783,54524,350
609146791962634240,0.06060947,0,54.48327,26,114.01433,31.479513,541,51959,127
6919867519105736704,0.00777358,0.00777358,54.47805,v5_10_0,346.23605,12.322885,6146,56265,315
346829700871514112,0.005535014,0,54.46775,26,221.54637,-0.22296552,308,51662,191
881720128675276800,0.02785325,0,54.46536,26,197.30993,62.175025,783,52325,511
622779087550703616,0.007585375,0,54.46004,26,139.41634,52.992931,553,51999,569
2168539076444055552,0.01501069,0,54.45852,26,124.77126,21.791401,1926,53317,203
709467059041363968,0.02920571,0,54.45524,26,253.12126,40.311904,630,52050,546
609117654904498176,0.07665776,0,54.44941,26,115.12863,32.440719,541,51959,21
347986667551877120,0.04286352,0,54.44447,26,222.74879,-0.037548849,309,51994,304
585621371816536064,0.005278524,0,54.4343,26,188.53333,2.6530629,520,52288,558
2445547302484469760,0.03628238,0,54.42905,26,238.02362,20.145233,2172,54230,337
617137218292574208,0.04539119,0,54.41599,26,126.87219,45.512934,548,51986,524
443701077536172032,0.1128757,0,54.40298,26,11.64172,0.056311008,394,51913,351
2446690788604667904,0.0324412,0,54.40133,26,240.36955,22.427615,2173,53874,401
540544688596215808,0.05980387,0,54.39915,26,146.48835,2.8418461,480,51989,410
639583477792008192,0.01214477,0,54.3927,26,140.72922,3.1569318,568,52254,263
2857581039344183296,0.8694496,0,54.38181,26,323.50501,73.397814,2538,54271,171
1846594932404414464,0.7606446,0,54.3756,26,69.4307,25.5962,1640,53758,433
2222644946031110144,0.03363884,0,54.37309,26,172.84179,32.706349,1974,53430,431
323246831779735552,0.02040824,0,54.37124,26,182.76692,0.97227748,287,52023,413
6092453952766320640,0.05280525,0.05280525,54.37038,v5_10_0,191.68156,10.636613,5411,55953,762
457136284373116928,0.02102434,0,54.35391,26,36.887194,-0.2445267,406,51876,76
369393064264886272,0.04136416,0,54.34676,26,173.7984,-2.2931287,328,52282,356
443694755344312320,0.06776541,0,54.34036,26,12.156605,1.2476537,394,51913,328
8008616035040075776,0.04814124,0.04814124,54.31868,v5_10_0,173.13796,62.736683,7113,56711,327
1560569341173327872,0.02292491,0,54.29934,26,228.00862,32.915358,1386,53116,262
1435672239948195840,0.02063981,0,54.29522,26,144.07307,37.364007,1275,52996,545
1032536566502811648,0.04702281,0,54.27471,26,213.82494,-2.4447442,917,52400,314
2045881966254909440,0.03286711,0,54.26875,26,228.40082,8.0857452,1817,53851,443
2413980315933501440,0.02115821,0,54.26271,26,222.27489,22.198159,2144,53770,185
2730317239138936832,0.03013951,0,54.24643,26,128.40526,13.0558,2425,54139,36
933543959496517632,0.02899778,0,54.24297,26,132.97845,40.835883,829,52296,629
5775007352148172800,0.6314294,0.6314294,54.2418,v5_10_0,24.574401,18.630696,5129,55864,970
468398032371607552,0.03674816,0,54.23132,26,55.8082,-1.0187128,416,51885,86
5042921169730117632,0.01797325,0.01797325,54.22845,v5_10_0,125.89255,21.347636,4479,55592,56
4749294388613455872,0.04415229,0.04415229,54.2245,v5_10_0,4.1929088,1.2103013,4218,55479,904
1806112827006543872,0.002107197,0,54.22443,26,168.65415,12.81767,1604,53078,616
2167525601768925184,0.0153455,0,54.21663,26,124.75355,20.936976,1925,53327,612
1899545754775611392,0.03874635,0,54.20719,26,256.65214,24.775018,1687,53260,555
591167858340292608,0.01879308,0,54.20621,26,197.38802,1.6730705,525,52295,256
2486151711270397952,0.03416238,0,54.20267,26,247.40049,15.658439,2208,53880,599
1793576468844931072,0.02736097,0,54.19506,26,143.39303,33.648626,1593,52991,65
1874678645281286144,0.01694419,0,54.18528,26,49.591004,40.154869,1665,52976,201
2837405555981576192,0.03446535,0,54.16804,26,237.87222,11.865249,2520,54584,501
2167515706164275200,0.01557976,0,54.14893,26,124.39584,20.903072,1925,53327,576
1899539982339565568,0.0392789,0,54.13898,26,256.00529,25.054084,1687,53260,534
2937544675180963840,0.02333529,0,54.13706,26,181.21145,19.247718,2609,54476,261
654219903414331392,0.02542156,0,54.13175,26,166.24638,4.2911254,581,52356,262
2049240980267231232,0.0333626,0,54.12986,26,232.91766,7.3389999,1820,54208,375
6003348706287394816,0.02751475,0.02751475,54.12724,v5_10_0,152.97216,16.440151,5332,55981,183
2857681094902310912,-0.0001373143,0,54.12426,26,323.88756,74.594792,2538,54271,535
4116466618963304448,-4.442714E-05,-4.442714E-05,54.11902,v5_10_0,110.87545,42.255188,3656,55241,642
637389402070345728,0.02667429,0,54.11611,26,136.01544,3.5847232,566,52238,473
6081077305886613504,0.02515606,0.02515606,54.11369,v5_10_0,186.87125,9.0433581,5401,55949,334
5405657203582410752,0.03207659,0.03207659,54.11023,v5_10_0,153.2139,4.7944776,4801,55653,770
4128804794146988032,0.02636044,0.02636044,54.10215,v5_10_0,114.03476,36.513552,3667,55566,472
2582959859339126784,0.04541434,0,54.09169,26,143.8011,26.503225,2294,53733,529
4070254144694231040,0.06793675,0.06793675,54.08883,v5_10_0,36.159934,-1.1340554,3615,55208,458
5013725286765666304,0.07584367,0.07584367,54.08636,v5_10_0,118.88563,27.736145,4453,55535,338
3243737773231859712,0.0107112,0,54.08457,26,177.26682,59.432686,2881,54502,73
5799625429288460288,0.03215711,0.03215711,54.07557,v5_10_0,124.85472,55.097181,5151,56567,418
564120695924090880,0.02490477,0,54.07524,26,150.98714,1.512362,501,52235,163
3089627470844946432,0.02633645,0,54.07314,26,211.26746,16.582073,2744,54272,575
7582043726039457792,0.05702616,0.05702616,54.06551,v5_10_0,229.67525,47.551262,6734,56386,850
737558208620554240,0.01744276,0,54.06269,26,9.2940235,-9.4570149,655,52162,341
7853358671157239808,0.05883643,0.05883643,54.04708,v5_10_0,183.2609,66.696575,6975,56720,752
4590465533954990080,0.0467721,0.0467721,54.01658,v5_10_0,319.10303,4.8100051,4077,55361,624
2991549663116552192,0.02226685,0,54.01627,26,183.81621,23.958173,2657,54502,122
934576950620481536,0.02467054,0,54.01545,26,132.24851,41.003167,830,52293,291
532582024381229056,0.01633252,0,54.01442,26,140.29293,1.4727391,473,51929,114
393077359579785216,0.06029864,0,54.00851,26,254.36986,63.917923,349,51699,503
5045275774518534144,0.0312137,0.0312137,53.9925,v5_10_0,121.20063,20.693778,4481,55630,430
6792723564594176000,0.03947593,0.03947593,53.98123,v5_10_0,238.68704,45.338258,6033,56069,616
369300430410246144,0.05694161,0,53.97408,26,176.09059,-3.1840864,328,52282,19
2443348273273006080,0.03596222,0,53.97211,26,238.70582,18.917128,2170,53875,529
654158880518989824,0.01934814,0,53.96769,26,167.68691,4.8464708,581,52356,40
502233303928039424,0.03146679,0,53.9487,26,129.17485,53.72724,446,51899,298
5449551357651427328,0.050245,0.050245,53.94843,v5_10_0,199.07091,7.0462884,4840,55690,712
3340629762904188928,0.01486339,0,53.93881,26,240.37066,19.359887,2967,54584,308
2568244270221780992,0.02851719,0,53.91729,26,132.98613,16.944812,2281,53711,242
654292471131432960,0.02037799,0,53.91027,26,167.13176,5.8254785,581,52353,526
2821670713159608320,0.02331089,0,53.90918,26,176.34938,20.32543,2506,54179,602
1889262025423480832,0.008783102,0,53.90763,26,231.53313,41.676068,1678,53433,7
887264141398534144,0.04257195,0,53.90581,26,212.61983,59.259706,788,52338,200
2083067448415774720,0.02146777,0,53.90501,26,237.80533,25.701916,1850,53786,555
4157045194175258624,0.04424687,0.04424687,53.89951,v5_10_0,124.97189,46.983359,3692,55186,810
463948315071899648,0.03864053,0,53.89688,26,46.884603,-0.96452576,412,52258,282
4133437584998113280,0.05098686,0.05098686,53.89505,v5_10_0,117.99242,45.983366,3671,55483,942
635153819818289152,0.07290387,0,53.88336,26,131.83163,3.3416752,564,52224,532
2821676760473561088,0.01795414,0,53.87831,26,176.44213,19.773761,2506,54179,624
2990493856773990400,0.0477554,0,53.87708,26,181.78841,25.640705,2656,54484,377
1002210389611538432,0.0172048,0,53.8637,26,119.26633,33.0833,890,52583,580
2821665215601469440,0.01688305,0,53.8624,26,176.26618,19.973681,2506,54179,582
2403939576704952320,0.0158105,0,53.86228,26,218.12561,26.186041,2135,53827,521
443668092187338752,0.1340868,0,53.85844,26,12.74753,-0.24829854,394,51913,231
784831162374711296,0.01483858,0,53.85178,26,21.899608,-1.1050976,697,52226,287
746646496572631040,0.03871965,0,53.84787,26,26.282734,-8.9257552,663,52145,636
2821646249025890304,0.02102044,0,53.83889,26,175.98511,19.894579,2506,54179,513
3161604529883998208,0.03628897,0,53.83362,26,255.06265,27.583298,2808,54524,282
2497405486584850432,0.02301082,0,53.83339,26,172.92507,28.153591,2218,53816,580
2844074368848390144,0.05177359,0,53.8152,26,241.98194,9.4636692,2526,54582,186
721812927467776000,0.02782835,0,53.80461,26,323.19882,-6.7898008,641,52176,404
986362574788388864,0.02302393,0,53.80376,26,162.2187,50.03668,876,52346,270
2283369880231110656,0.01625167,0,53.79778,26,206.82398,34.148803,2028,53818,163
2722528018101725184,0.01632497,0,53.78933,26,120.48119,11.720343,2418,53794,371
506797651723839488,0.04787736,0,53.78895,26,137.19066,55.505849,450,51908,519
462801793550673920,0.01363066,0,53.78363,26,45.954639,-1.1037323,411,51914,207
2821631680496822272,0.02177558,0,53.77375,26,175.17366,20.34295,2506,54179,460
2522164564414457856,0.01570999,0,53.74937,26,194.87844,27.884215,2240,53823,541
2519927064660830208,0.02439754,0,53.74557,26,192.85901,27.421264,2238,54205,593
7237537594203938816,0.02221951,0.02221951,53.74541,v5_10_0,166.89905,22.852262,6428,56279,920
5245820097633689600,0.07496683,0.07496683,53.74416,v5_10_0,28.443039,12.880483,4659,55587,918
2382420760212826112,0.007916356,0,53.7267,26,209.23334,29.164372,2116,53854,60
2837365148929255424,0.03462453,0,53.72038,26,237.145,11.647404,2520,54584,354
661045391185176576,0.06483921,0,53.71398,26,221.37467,3.9240379,587,52026,517
537154345112725504,0.02264724,0,53.70748,26,144.43763,2.7473464,477,52026,364
502253095137339392,0.03797393,0,53.70377,26,129.91837,55.729247,446,51899,370
646325959682713600,0.003939037,0,53.70326,26,153.44084,3.4249775,574,52356,216
4070177751050461184,0.07058936,0.07058936,53.69924,v5_10_0,37.52983,-0.7231082,3615,56544,180
1918590669182494720,0.01383361,0,53.69836,26,211.22808,12.70469,1704,53178,208
3250598175916006400,9.941273E-05,0,53.69468,103,91.8235,24.174333,2887,54495,455
1551607495850485760,0.007709895,0,53.687,26,208.3401,40.363945,1378,53061,427
682320671992211456,0.03650185,0,53.67847,26,215.32979,61.579248,606,52365,92
661053912400291840,0.06876966,0,53.64448,26,221.84422,4.386545,587,52026,548
1479447647046625280,0.02631989,0,53.64178,26,182.43863,56.523598,1314,53050,55
7426522203414306816,0.03500283,0.03500283,53.63857,v5_10_0,20.867945,30.784455,6596,56331,314
2045844307981658112,0.03091625,0,53.63288,26,226.85827,7.1167408,1817,53851,306
643052987270326272,0.006009617,0,53.63203,26,148.82528,4.2700142,571,52286,597
1883803500433926144,0.03639655,0,53.62909,26,218.60001,48.037459,1673,53462,629
940196005347878912,0.02250008,0,53.62447,26,168.31637,3.6573226,835,52326,253
2936510859339393024,0.02378857,0,53.61634,26,181.46444,20.521965,2608,54474,596
2985931983433000960,0.0226955,0,53.61016,26,200.62883,21.316413,2652,54508,165
5099205169469431808,0.041763,0.041763,53.59863,v5_10_0,125.26282,53.854481,4529,55563,16
828792385763829760,0.02614081,0,53.59344,26,333.93195,13.71454,736,52210,473
1793722978769332224,0.02721351,0,53.59177,26,143.35712,34.048095,1593,52991,598
5377306021365522432,0.03765981,0.03765981,53.59061,v5_10_0,228.52576,4.2221525,4776,55652,29
516812828531779584,0.03441226,0,53.59056,26,48.522973,-8.4569136,459,51924,90
644091750930999296,0.03450957,0,53.58113,26,149.24443,3.7779506,572,52289,280
738622535641360384,0.01911088,0,53.57375,26,11.943452,-9.8350754,656,52148,117
457190160325437440,0.04151428,0,53.57287,26,35.110571,-0.31285032,406,51869,272
1468322237684672512,0.04898489,0,53.56747,26,144.63704,10.341774,1304,52993,541
2857650858332547072,-4.890664E-05,0,53.54605,26,322.36768,74.154436,2538,54271,425
457189341882509312,0.04155947,0,53.54528,26,35.110571,-0.31285032,406,52238,269
5028339450968514560,0.04650261,0.04650261,53.54053,v5_10_0,117.99936,23.432727,4466,55857,256
609176753654491136,0.01895579,0,53.53759,26,113.74519,31.963218,541,51959,236
4452994150208348160,0.04371261,0.04371261,53.53131,v5_10_0,230.37429,21.18551,3955,55678,218
552873236812032000,0.03877551,0,53.52473,26,169.90954,66.111612,491,51942,205
843348820472391680,0.02648247,0,53.51524,26,358.15172,14.55145,749,52226,181
1464802700678948864,0.02823534,0,53.51167,26,140.03594,8.1503628,1301,52976,25
1883782884590905344,0.02873464,0,53.50436,26,217.5772,48.068509,1673,53462,554
1351143154891384832,0.0413512,0,53.49631,26,136.40492,41.092279,1200,52668,230
7853305894599106560,0.05101656,0.05101656,53.49376,v5_10_0,180.53771,66.39911,6975,56720,560
2522168137827248128,0.01974443,0,53.49352,26,194.70302,27.810429,2240,53823,554
1938831590046066688,0.03336129,0,53.4855,26,233.06546,9.4655504,1722,53852,116
4561274599346511872,0.08207341,0.08207341,53.48098,v5_10_0,196.78844,-0.029726437,4051,55337,924
811904986974808064,0.05571448,0,53.47821,26,337.66751,-8.5293727,721,52228,477
621586392195033088,0.01690997,0,53.47726,26,134.10097,51.879737,552,51992,326
968330858517784576,0.04859456,0,53.46801,26,120.16732,28.476501,860,52319,207
1792556122037577728,0.02326021,0,53.46415,26,140.01048,33.710477,1592,52990,449
2522110413466789888,0.02307437,0,53.45758,26,192.49115,27.822424,2240,53823,344
399830286612850688,0.02730262,0,53.44875,26,258.84579,57.41119,355,51788,494
734225038718298112,0.0223165,0,53.43905,26,4.3955502,-9.5433546,652,52138,503
1217109386632128512,0.01857966,0,53.43596,26,18.66103,-1.02066,1081,52531,42
4588179649129848832,0.0520476,0.0520476,53.42801,v5_10_0,248.27133,11.761386,4075,55352,500
8069571033743466496,0.0761725,0.0761725,53.41745,v5_10_0,0.692216680000001,-9.4362887,7167,56604,896
5012557055677931520,0.02714029,0.02714029,53.41571,v5_10_0,117.04571,28.230259,4452,55536,184
7562871267092570112,0.04362019,0.04362019,53.40061,v5_10_0,215.22571,53.118242,6717,56397,733
1973725958074558464,0.03853027,0,53.40038,26,170.81401,13.391258,1753,53383,85
2991582648465385472,0.02233305,0,53.39368,26,183.52088,24.067395,2657,54502,242
2475879518452082688,0.03401951,0,53.39138,26,240.88369,17.198692,2199,53556,93
2904826776108689408,0.02251194,0,53.38464,26,145.48705,12.296281,2580,54092,18
989688322903271424,0.0322763,0,53.38216,26,172.15612,50.827424,879,52365,81
7583041533026213888,0.03733091,0.03733091,53.37469,v5_10_0,231.93299,46.000415,6735,56397,384
433537191445030912,0.02328131,0,53.37287,26,354.92187,-0.034504586,385,51877,239
7315088349173096448,0.06694183,0.06694183,53.35943,v5_10_0,212.79337,29.27627,6497,56329,424
502245398555944960,0.03145557,0,53.35709,26,128.42218,54.549348,446,51899,342
808567693937502208,0.02684372,0,53.3412,26,333.30584,-7.5516216,718,52206,624
7982659588292845568,0.03027427,0.03027427,53.33637,v5_10_0,158.54166,61.185253,7090,56659,106
506723984444778496,0.1016551,0,53.33392,26,135.70225,54.159462,450,51908,251
3383412589873700864,0.3150556,0,53.33217,104,239.20567,27.964835,3005,54876,303
1712620801309566976,0.05249519,0,53.3174,26,322.04855,0.299913,1521,52945,462
1228446182372567040,0.0266337,0,53.31711,26,358.55032,0.37702,1091,52902,325
2937510865198409728,0.02564432,0,53.31287,26,182.56094,19.193734,2609,54476,138
1999772022116214784,0.02155878,0,53.30759,26,206.70605,14.400467,1776,53858,632
439185108184885248,0.03937326,0,53.303,26,3.9926922,-0.30350431,390,51900,306
2990521894320498688,0.02189846,0,53.30122,26,181.99276,25.321189,2656,54484,479
5589171193426976768,0.06719751,0.06719751,53.28395,v5_10_0,242.91004,36.929105,4964,55749,742
637276152372684800,0.02625648,0,53.28191,26,137.71388,2.9770886,566,52238,61
2821658618531702784,0.02159595,0,53.27814,26,176.27094,19.606347,2506,54179,558
1091056424328390656,0.02395286,0,53.27452,26,181.19246,49.186587,969,52442,216
5842402470651731968,0.03256045,0.03256045,53.27416,v5_10_0,243.259,39.23714,5189,56074,392
811912133800388608,0.08289477,0,53.27333,26,337.92997,-8.4088111,721,52228,503
1146172197308491776,0.008550107,0,53.26704,26,183.54057,54.525971,1018,52672,22
6690182013041745920,0.05594053,0.05594053,53.26567,v5_10_0,113.34907,44.246898,5942,56210,308
2402769697155082240,0.01440049,0,53.26341,26,217.31927,28.821883,2134,53876,361
5221051949437132800,0.04144716,0.04144716,53.23941,v5_10_0,151.91249,36.65319,4637,55616,924
603493379141036032,0.005189899,0,53.23879,26,221.10187,1.679772,536,52024,40
2045804725563058176,0.04663819,0,53.23258,26,228.40968,7.0770643,1817,53851,162
610241906114324480,0.06407118,0,53.22864,26,116.5754,33.846131,542,51993,15
2967976951404324864,0.1270767,0,53.2239,26,35.196799,0.84205744,2636,54082,381
523602037720508416,0.01609047,0,53.22341,26,61.561342,-5.6519007,465,51910,213
1863508990709753856,0.01415494,0,53.22192,26,239.68209,26.81815,1655,53523,526
5013740679928455168,0.06038659,0.06038659,53.22094,v5_10_0,118.49517,28.050219,4453,55535,394
5788455202009882624,0.04760905,0.04760905,53.22055,v5_10_0,318.30992,2.5224103,5141,55746,741
326659989374527488,0.02301519,0,53.21343,26,189.75468,0.36557387,290,51941,542
443714546553612288,0.1148942,0,53.21305,26,12.385264,0.24605368,394,51913,400
409913086674233344,0.02728706,0,53.2099,26,245.38187,-0.072363775,364,52000,311
2035784606673823744,0.01517856,0,53.20913,26,210.5733,7.6841673,1808,54176,573
751034647781074944,0.01283949,0,53.20169,26,32.410506,-10.146272,667,52163,216
1007788212065691648,0.02504044,0,53.19931,26,128.08516,41.35891,895,52581,392
561935137542006784,0.04517217,0,53.19585,26,215.99257,65.216746,499,51988,404
863705179185244160,0.02482709,0,53.19569,26,141.89628,52.210583,767,52252,509
2245172571857250304,0.02330359,0,53.19142,26,193.46877,32.24168,1994,53845,466
5318929377144053760,0.03184673,0.03184673,53.1911,v5_10_0,240.67073,27.207405,4724,55742,648
1013453721545238528,0.02692879,0,53.18469,26,141.53931,49.310204,900,52637,523
